"","Year","Month","Country","Rain_fall","Temperature","Date"
"6736","2002",4,"SVK",34.946,8.22432,"2002-4"
"6737","2002",5,"SVK",69.1784,15.8742,"2002-5"
"6738","2002",6,"SVK",89.9117,17.6287,"2002-6"
"6739","2002",7,"SVK",124.991,19.7846,"2002-7"
"6740","2002",8,"SVK",116.862,18.797,"2002-8"
"6741","2002",9,"SVK",70.1132,12.8144,"2002-9"
"6742","2002",10,"SVK",101.634,7.65847,"2002-10"
"6743","2002",11,"SVK",39.7807,5.03913,"2002-11"
"6744","2002",12,"SVK",50.9691,-4.2368,"2002-12"
"6745","2003",1,"SVK",42.7285,-3.8731,"2003-1"
"6746","2003",2,"SVK",21.2521,-5.3372,"2003-2"
"6747","2003",3,"SVK",16.7378,2.68868,"2003-3"
"6748","2003",4,"SVK",36.174,7.48398,"2003-4"
"6749","2003",5,"SVK",86.8879,16.1616,"2003-5"
"6750","2003",6,"SVK",44.0256,18.4959,"2003-6"
"6751","2003",7,"SVK",115.927,19.0379,"2003-7"
"6752","2003",8,"SVK",33.2112,20.2857,"2003-8"
"6753","2003",9,"SVK",43.9885,13.8615,"2003-9"
"6754","2003",10,"SVK",77.2616,6.16125,"2003-10"
"6755","2003",11,"SVK",29.9273,4.85111,"2003-11"
"6756","2003",12,"SVK",35.5811,-1.2341,"2003-12"
"6757","2004",1,"SVK",45.2286,-4.813,"2004-1"
"6758","2004",2,"SVK",68.0944,-0.4211,"2004-2"
"6759","2004",3,"SVK",59.8999,2.97621,"2004-3"
"6760","2004",4,"SVK",51.1094,9.09387,"2004-4"
"6761","2004",5,"SVK",79.3053,11.7636,"2004-5"
"6762","2004",6,"SVK",116.388,15.807,"2004-6"
"6763","2004",7,"SVK",118.063,17.8024,"2004-7"
"6764","2004",8,"SVK",68.6027,18.2624,"2004-8"
"6765","2004",9,"SVK",37.1145,13.248,"2004-9"
"6766","2004",10,"SVK",57.8399,10.0917,"2004-10"
"6767","2004",11,"SVK",62.0063,3.67378,"2004-11"
"6768","2004",12,"SVK",27.2791,-0.8139,"2004-12"
"6769","2005",1,"SVK",50.5918,-1.8528,"2005-1"
"6770","2005",2,"SVK",57.9009,-4.3869,"2005-2"
"6771","2005",3,"SVK",22.6858,0.87402,"2005-3"
"6772","2005",4,"SVK",73.0271,9.04975,"2005-4"
"6773","2005",5,"SVK",83.0952,13.674,"2005-5"
"6774","2005",6,"SVK",72.9609,16.1122,"2005-6"
"6775","2005",7,"SVK",117.862,18.4607,"2005-7"
"6776","2005",8,"SVK",142.219,16.8795,"2005-8"
"6777","2005",9,"SVK",59.9527,14.5526,"2005-9"
"6778","2005",10,"SVK",11.5262,9.12725,"2005-10"
"6779","2005",11,"SVK",38.3062,1.80671,"2005-11"
"6780","2005",12,"SVK",99.0037,-1.8305,"2005-12"
"6781","2006",1,"SVK",39.8729,-6.8727,"2006-1"
"6782","2006",2,"SVK",43.2757,-3.5411,"2006-2"
"6783","2006",3,"SVK",62.0505,0.72367,"2006-3"
"6784","2006",4,"SVK",57.963,9.29878,"2006-4"
"6785","2006",5,"SVK",103.515,12.6897,"2006-5"
"6786","2006",6,"SVK",128.029,16.7013,"2006-6"
"6787","2006",7,"SVK",35.618,20.5531,"2006-7"
"6788","2006",8,"SVK",122.202,16.4256,"2006-8"
"6789","2006",9,"SVK",20.0646,15.4577,"2006-9"
"6790","2006",10,"SVK",25.5762,10.5042,"2006-10"
"6791","2006",11,"SVK",47.024,5.22791,"2006-11"
"6792","2006",12,"SVK",18.7384,0.83406,"2006-12"
"6793","2007",1,"SVK",75.084,2.44606,"2007-1"
"6794","2007",2,"SVK",51.5874,2.16212,"2007-2"
"6795","2007",3,"SVK",61.6305,5.92395,"2007-3"
"6796","2007",4,"SVK",7.90984,10.0475,"2007-4"
"6797","2007",5,"SVK",81.9611,14.9488,"2007-5"
"6798","2007",6,"SVK",84.772,18.4311,"2007-6"
"6799","2007",7,"SVK",67.0382,19.6876,"2007-7"
"6800","2007",8,"SVK",89.9816,19.1329,"2007-8"
"6801","2007",9,"SVK",121.555,12.1404,"2007-9"
"6802","2007",10,"SVK",67.9352,8.16367,"2007-10"
"6803","2007",11,"SVK",56.3114,1.4876,"2007-11"
"6804","2007",12,"SVK",42.0285,-2.43,"2007-12"
"6805","2008",1,"SVK",37.1757,-0.1749,"2008-1"
"6806","2008",2,"SVK",14.1509,1.85014,"2008-2"
"6807","2008",3,"SVK",62.5699,3.79485,"2008-3"
"6808","2008",4,"SVK",50.0435,8.84682,"2008-4"
"6809","2008",5,"SVK",57.2378,13.6893,"2008-5"
"6810","2008",6,"SVK",92.4508,17.8001,"2008-6"
"6811","2008",7,"SVK",159.131,18.2277,"2008-7"
"6812","2008",8,"SVK",62.8656,18.5711,"2008-8"
"6813","2008",9,"SVK",65.693,13.0257,"2008-9"
"6814","2008",10,"SVK",50.8688,9.95744,"2008-10"
"6815","2008",11,"SVK",32.5161,4.78927,"2008-11"
"6816","2008",12,"SVK",73.0717,0.63289,"2008-12"
"6817","2009",1,"SVK",46.0281,-3.8529,"2009-1"
"6818","2009",2,"SVK",56.83,-1.0127,"2009-2"
"6819","2009",3,"SVK",79.7622,2.99217,"2009-3"
"6820","2009",4,"SVK",10.3279,11.7057,"2009-4"
"6821","2009",5,"SVK",66.383,14.0078,"2009-5"
"6822","2009",6,"SVK",140.949,15.8652,"2009-6"
"6823","2009",7,"SVK",88.679,19.4906,"2009-7"
"6824","2009",8,"SVK",71.2473,19.1357,"2009-8"
"6825","2009",9,"SVK",35.6992,15.7352,"2009-9"
"6826","2009",10,"SVK",83.4263,8.53753,"2009-10"
"6827","2009",11,"SVK",82.5462,4.84307,"2009-11"
"6828","2009",12,"SVK",74.5908,-0.9024,"2009-12"
"6829","2010",1,"SVK",60.0093,-4.6993,"2010-1"
"6830","2010",2,"SVK",46.7133,-1.5529,"2010-2"
"6831","2010",3,"SVK",22.7346,3.55634,"2010-3"
"6832","2010",4,"SVK",81.7981,8.82652,"2010-4"
"6833","2010",5,"SVK",187.711,12.9486,"2010-5"
"6834","2010",6,"SVK",148.389,16.9681,"2010-6"
"6835","2010",7,"SVK",139.783,20.0556,"2010-7"
"6836","2010",8,"SVK",130.344,18.2434,"2010-8"
"6837","2010",9,"SVK",112.796,12.343,"2010-9"
"6838","2010",10,"SVK",27.7848,6.23618,"2010-10"
"6839","2010",11,"SVK",80.8859,6.16597,"2010-11"
"6840","2010",12,"SVK",66.6127,-4.406,"2010-12"
"6841","2011",1,"SVK",27.8431,-2.3362,"2011-1"
"6842","2011",2,"SVK",12.1731,-2.4761,"2011-2"
"6843","2011",3,"SVK",35.6111,3.8886,"2011-3"
"6844","2011",4,"SVK",40.3463,10.4842,"2011-4"
"6845","2011",5,"SVK",63.1411,13.6863,"2011-5"
"6846","2011",6,"SVK",105.83,17.4227,"2011-6"
"6847","2011",7,"SVK",167.176,17.5672,"2011-7"
"6848","2011",8,"SVK",47.2193,19.2403,"2011-8"
"6849","2011",9,"SVK",19.0453,16.0786,"2011-9"
"6850","2011",10,"SVK",39.4726,8.1932,"2011-10"
"6851","2011",11,"SVK",0.88174,0.97074,"2011-11"
"6852","2011",12,"SVK",45.6593,0.67092,"2011-12"
"6853","2012",1,"SVK",57.2246,-1.7411,"2012-1"
"6854","2012",2,"SVK",27.9286,-6.0968,"2012-2"
"6855","2012",3,"SVK",14.6225,5.09393,"2012-3"
"6856","2012",4,"SVK",43.7217,9.47387,"2012-4"
"6857","2012",5,"SVK",51.4438,14.655,"2012-5"
"6858","2012",6,"SVK",97.941,17.977,"2012-6"
"6859","2012",7,"SVK",109.314,19.9949,"2012-7"
"6860","2012",8,"SVK",34.1754,19.542,"2012-8"
"6861","2012",9,"SVK",44.5866,15.347,"2012-9"
"6862","2012",10,"SVK",91.0222,9.09388,"2012-10"
"6863","2012",11,"SVK",38.5132,5.38641,"2012-11"
"6864","2012",12,"SVK",47.8785,-2.9917,"2012-12"
"6865","2013",1,"SVK",81.2271,-2.7718,"2013-1"
"6866","2013",2,"SVK",67.044,-0.5174,"2013-2"
"6867","2013",3,"SVK",75.4664,0.5305,"2013-3"
"6868","2013",4,"SVK",28.8946,9.43628,"2013-4"
"6869","2013",5,"SVK",112.167,13.6845,"2013-5"
"6870","2013",6,"SVK",121.623,17.0741,"2013-6"
"6871","2013",7,"SVK",36.1211,19.5878,"2013-7"
"6872","2013",8,"SVK",60.2211,19.6053,"2013-8"
"6873","2013",9,"SVK",75.3054,12.5192,"2013-9"
"6874","2013",10,"SVK",29.15,10.3634,"2013-10"
"6875","2013",11,"SVK",79.1536,5.02455,"2013-11"
"6876","2013",12,"SVK",17.6444,0.05934,"2013-12"
"6877","2014",1,"SVK",42.2993,0.08906,"2014-1"
"6878","2014",2,"SVK",46.9296,2.59224,"2014-2"
"6879","2014",3,"SVK",27.5205,7.01368,"2014-3"
"6880","2014",4,"SVK",48.9556,10.1897,"2014-4"
"6881","2014",5,"SVK",119.809,13.0977,"2014-5"
"6882","2014",6,"SVK",57.3234,16.8806,"2014-6"
"6883","2014",7,"SVK",152.652,19.4655,"2014-7"
"6884","2014",8,"SVK",126.965,17.2719,"2014-8"
"6885","2014",9,"SVK",91.8492,14.868,"2014-9"
"6886","2014",10,"SVK",70.9531,10.4418,"2014-10"
"6887","2014",11,"SVK",31.1223,5.53508,"2014-11"
"6888","2014",12,"SVK",46.6094,0.77005,"2014-12"
"6889","2015",1,"SVK",76.0433,-0.017,"2015-1"
"6890","2015",2,"SVK",23.6252,-0.2339,"2015-2"
"6891","2015",3,"SVK",39.0753,4.49817,"2015-3"
"6892","2015",4,"SVK",20.9862,8.43414,"2015-4"
"6893","2015",5,"SVK",100.957,13.1729,"2015-5"
"6894","2015",6,"SVK",44.7403,17.2709,"2015-6"
"6895","2015",7,"SVK",75.8206,20.5453,"2015-7"
"6896","2015",8,"SVK",64.299,20.8816,"2015-8"
"6897","2015",9,"SVK",76.2065,15.2986,"2015-9"
"6898","2015",10,"SVK",91.0001,8.35133,"2015-10"
"6899","2015",11,"SVK",46.3846,4.85065,"2015-11"
"6900","2015",12,"SVK",16.3431,1.48832,"2015-12"
"6901","1991",1,"ESP",42.3261,5.3711,"1991-1"
"6902","1991",2,"ESP",72.7862,5.51411,"1991-2"
"6903","1991",3,"ESP",83.6497,9.54844,"1991-3"
"6904","1991",4,"ESP",47.3616,10.2288,"1991-4"
"6905","1991",5,"ESP",26.7661,14.0506,"1991-5"
"6906","1991",6,"ESP",21.4699,19.4024,"1991-6"
"6907","1991",7,"ESP",15.3998,23.2758,"1991-7"
"6908","1991",8,"ESP",9.89944,24.1959,"1991-8"
"6909","1991",9,"ESP",57.9795,20.5503,"1991-9"
"6910","1991",10,"ESP",68.5133,12.5813,"1991-10"
"6911","1991",11,"ESP",52.8811,8.96083,"1991-11"
"6912","1991",12,"ESP",31.3396,6.44105,"1991-12"
"6913","1992",1,"ESP",24.91,4.26265,"1992-1"
"6914","1992",2,"ESP",31.8374,6.51471,"1992-2"
"6915","1992",3,"ESP",32.8048,9.50415,"1992-3"
"6916","1992",4,"ESP",39.3999,11.7148,"1992-4"
"6917","1992",5,"ESP",52.688,16.4752,"1992-5"
"6918","1992",6,"ESP",86.2096,16.5824,"1992-6"
"6919","1992",7,"ESP",13.4782,22.7319,"1992-7"
"6920","1992",8,"ESP",39.3381,23.223,"1992-8"
"6921","1992",9,"ESP",37.4486,18.8345,"1992-9"
"6922","1992",10,"ESP",105.887,12.4911,"1992-10"
"6923","1992",11,"ESP",16.9541,10.3471,"1992-11"
"6924","1992",12,"ESP",57.1814,7.19247,"1992-12"
"6925","1993",1,"ESP",9.84042,5.73659,"1993-1"
"6926","1993",2,"ESP",35.8736,6.34557,"1993-2"
"6927","1993",3,"ESP",37.2452,8.93736,"1993-3"
"6928","1993",4,"ESP",67.2964,10.7373,"1993-4"
"6929","1993",5,"ESP",83.2678,14.3336,"1993-5"
"6930","1993",6,"ESP",37.8157,19.3241,"1993-6"
"6931","1993",7,"ESP",10.3168,22.1832,"1993-7"
"6932","1993",8,"ESP",26.3834,22.6828,"1993-8"
"6933","1993",9,"ESP",53.6605,17.4683,"1993-9"
"6934","1993",10,"ESP",121.215,11.804,"1993-10"
"6935","1993",11,"ESP",57.4593,8.20128,"1993-11"
"6936","1993",12,"ESP",28.6749,7.04586,"1993-12"
"6937","1994",1,"ESP",55.7147,5.84137,"1994-1"
"6938","1994",2,"ESP",55.7408,6.92937,"1994-2"
"6939","1994",3,"ESP",9.56449,11.0051,"1994-3"
"6940","1994",4,"ESP",39.9833,10.5511,"1994-4"
"6941","1994",5,"ESP",71.627,15.2146,"1994-5"
"6942","1994",6,"ESP",14.8616,19.863,"1994-6"
"6943","1994",7,"ESP",9.67824,23.7982,"1994-7"
"6944","1994",8,"ESP",10.8496,23.413,"1994-8"
"6945","1994",9,"ESP",56.0634,17.6203,"1994-9"
"6946","1994",10,"ESP",78.4315,14.6232,"1994-10"
"6947","1994",11,"ESP",57.8346,11.0459,"1994-11"
"6948","1994",12,"ESP",40.5085,7.4757,"1994-12"
"6949","1995",1,"ESP",40.1653,6.54656,"1995-1"
"6950","1995",2,"ESP",46.6261,8.42585,"1995-2"
"6951","1995",3,"ESP",21.4264,9.63153,"1995-3"
"6952","1995",4,"ESP",24.4919,12.2162,"1995-4"
"6953","1995",5,"ESP",36.0489,16.3491,"1995-5"
"6954","1995",6,"ESP",36.959,19.3239,"1995-6"
"6955","1995",7,"ESP",17.4668,23.4475,"1995-7"
"6956","1995",8,"ESP",19.5509,23.0999,"1995-8"
"6957","1995",9,"ESP",33.2986,17.2776,"1995-9"
"6958","1995",10,"ESP",19.261,16.2855,"1995-10"
"6959","1995",11,"ESP",81.817,10.9913,"1995-11"
"6960","1995",12,"ESP",145.944,7.87875,"1995-12"
"6961","1996",1,"ESP",146.559,7.39839,"1996-1"
"6962","1996",2,"ESP",53.4243,5.91913,"1996-2"
"6963","1996",3,"ESP",55.0793,8.97667,"1996-3"
"6964","1996",4,"ESP",43.5013,12.086,"1996-4"
"6965","1996",5,"ESP",78.0936,14.4831,"1996-5"
"6966","1996",6,"ESP",20.1902,20.5954,"1996-6"
"6967","1996",7,"ESP",18.4429,22.8568,"1996-7"
"6968","1996",8,"ESP",33.1523,21.5356,"1996-8"
"6969","1996",9,"ESP",54.6556,17.4933,"1996-9"
"6970","1996",10,"ESP",35.1243,13.9445,"1996-10"
"6971","1996",11,"ESP",86.4959,9.53937,"1996-11"
"6972","1996",12,"ESP",170.738,6.93843,"1996-12"
"6973","1997",1,"ESP",124.462,5.86181,"1997-1"
"6974","1997",2,"ESP",7.2658,8.98203,"1997-2"
"6975","1997",3,"ESP",3.45888,11.9149,"1997-3"
"6976","1997",4,"ESP",42.9951,13.5777,"1997-4"
"6977","1997",5,"ESP",85.0676,15.4448,"1997-5"
"6978","1997",6,"ESP",59.9903,18.3324,"1997-6"
"6979","1997",7,"ESP",40.5766,21.5751,"1997-7"
"6980","1997",8,"ESP",51.8888,22.9021,"1997-8"
"6981","1997",9,"ESP",42.2528,20.4228,"1997-9"
"6982","1997",10,"ESP",51.2057,16.31,"1997-10"
"6983","1997",11,"ESP",150.381,10.2395,"1997-11"
"6984","1997",12,"ESP",118.097,7.14585,"1997-12"
"6985","1998",1,"ESP",48.9719,7.14933,"1998-1"
"6986","1998",2,"ESP",40.1569,8.64435,"1998-2"
"6987","1998",3,"ESP",20.9153,11.0509,"1998-3"
"6988","1998",4,"ESP",66.1168,10.6103,"1998-4"
"6989","1998",5,"ESP",83.0639,14.9261,"1998-5"
"6990","1998",6,"ESP",23.8396,19.792,"1998-6"
"6991","1998",7,"ESP",10.0496,23.0785,"1998-7"
"6992","1998",8,"ESP",19.632,23.6987,"1998-8"
"6993","1998",9,"ESP",58.4102,19.3168,"1998-9"
"6994","1998",10,"ESP",30.3543,13.702,"1998-10"
"6995","1998",11,"ESP",30.588,9.2829,"1998-11"
"6996","1998",12,"ESP",52.2639,5.51674,"1998-12"
"6997","1999",1,"ESP",46.2056,6.02585,"1999-1"
"6998","1999",2,"ESP",28.5843,6.45989,"1999-2"
"6999","1999",3,"ESP",59.4332,9.54112,"1999-3"
"7000","1999",4,"ESP",44.1194,12.1325,"1999-4"
"7001","1999",5,"ESP",53.8177,16.3194,"1999-5"
"7002","1999",6,"ESP",18.3297,19.7646,"1999-6"
"7003","1999",7,"ESP",24.6199,23.4609,"1999-7"
"7004","1999",8,"ESP",21.8532,22.9921,"1999-8"
"7005","1999",9,"ESP",77.3671,19.3051,"1999-9"
"7006","1999",10,"ESP",108.409,14.4944,"1999-10"
"7007","1999",11,"ESP",43.812,8.24683,"1999-11"
"7008","1999",12,"ESP",47.6985,6.3848,"1999-12"
"7009","2000",1,"ESP",22.5863,4.39651,"2000-1"
"7010","2000",2,"ESP",9.37113,9.04715,"2000-2"
"7011","2000",3,"ESP",35.0248,10.2235,"2000-3"
"7012","2000",4,"ESP",100.251,10.5107,"2000-4"
"7013","2000",5,"ESP",68.3284,16.1069,"2000-5"
"7014","2000",6,"ESP",21.3555,20.5909,"2000-6"
"7015","2000",7,"ESP",20.0367,21.9925,"2000-7"
"7016","2000",8,"ESP",12.0271,22.5909,"2000-8"
"7017","2000",9,"ESP",27.1094,19.566,"2000-9"
"7018","2000",10,"ESP",82.6935,13.7694,"2000-10"
"7019","2000",11,"ESP",104.668,8.95628,"2000-11"
"7020","2000",12,"ESP",124.951,8.09397,"2000-12"
"7021","2001",1,"ESP",112.327,7.27061,"2001-1"
"7022","2001",2,"ESP",42.912,7.74297,"2001-2"
"7023","2001",3,"ESP",97.2426,11.2655,"2001-3"
"7024","2001",4,"ESP",24.9473,11.9549,"2001-4"
"7025","2001",5,"ESP",48.0739,15.41,"2001-5"
"7026","2001",6,"ESP",10.7776,20.787,"2001-6"
"7027","2001",7,"ESP",28.6594,22.1715,"2001-7"
"7028","2001",8,"ESP",16.8895,23.1579,"2001-8"
"7029","2001",9,"ESP",50.1108,18.7615,"2001-9"
"7030","2001",10,"ESP",73.4416,15.8616,"2001-10"
"7031","2001",11,"ESP",40.4585,7.89411,"2001-11"
"7032","2001",12,"ESP",32.4786,4.4322,"2001-12"
"7033","2002",1,"ESP",49.2445,6.86332,"2002-1"
"7034","2002",2,"ESP",22.8528,8.16887,"2002-2"
"7035","2002",3,"ESP",63.7009,10.1889,"2002-3"
"7036","2002",4,"ESP",60.1327,11.7937,"2002-4"
"7037","2002",5,"ESP",77.3271,14.3068,"2002-5"
"7038","2002",6,"ESP",39.0114,20.0219,"2002-6"
"7039","2002",7,"ESP",19.3605,22.0796,"2002-7"
"7040","2002",8,"ESP",41.7236,21.4205,"2002-8"
"7041","2002",9,"ESP",53.2842,18.5738,"2002-9"
"7042","2002",10,"ESP",75.7917,14.763,"2002-10"
"7043","2002",11,"ESP",91.4715,10.1006,"2002-11"
"7044","2002",12,"ESP",90.9098,8.42864,"2002-12"
"7045","2003",1,"ESP",77.3259,5.82612,"2003-1"
"7046","2003",2,"ESP",75.4788,6.12793,"2003-2"
"7047","2003",3,"ESP",50.1003,10.5049,"2003-3"
"7048","2003",4,"ESP",58.1979,11.9715,"2003-4"
"7049","2003",5,"ESP",40.9678,16.1591,"2003-5"
"7050","2003",6,"ESP",21.3113,22.0474,"2003-6"
"7051","2003",7,"ESP",11.8637,23.5247,"2003-7"
"7052","2003",8,"ESP",27.3102,24.5143,"2003-8"
"7053","2003",9,"ESP",47.4819,20.056,"2003-9"
"7054","2003",10,"ESP",136.96,13.7112,"2003-10"
"7055","2003",11,"ESP",82.5493,10.1481,"2003-11"
"7056","2003",12,"ESP",62.821,6.77003,"2003-12"
"7057","2004",1,"ESP",36.69,7.33214,"2004-1"
"7058","2004",2,"ESP",63.5696,6.96636,"2004-2"
"7059","2004",3,"ESP",75.1449,8.50519,"2004-3"
"7060","2004",4,"ESP",58.9823,10.9754,"2004-4"
"7061","2004",5,"ESP",76.6371,14.2752,"2004-5"
"7062","2004",6,"ESP",18.2896,21.4769,"2004-6"
"7063","2004",7,"ESP",17.4585,23.1244,"2004-7"
"7064","2004",8,"ESP",28.1541,22.9163,"2004-8"
"7065","2004",9,"ESP",22.1027,20.1588,"2004-9"
"7066","2004",10,"ESP",88.9284,15.1476,"2004-10"
"7067","2004",11,"ESP",29.687,8.46375,"2004-11"
"7068","2004",12,"ESP",49.6099,6.40726,"2004-12"
"7069","2005",1,"ESP",9.77897,4.89084,"2005-1"
"7070","2005",2,"ESP",44.9218,4.59118,"2005-2"
"7071","2005",3,"ESP",29.3116,9.05311,"2005-3"
"7072","2005",4,"ESP",36.2519,12.0033,"2005-4"
"7073","2005",5,"ESP",35.6245,16.4821,"2005-5"
"7074","2005",6,"ESP",18.1577,21.8067,"2005-6"
"7075","2005",7,"ESP",6.54109,23.5197,"2005-7"
"7076","2005",8,"ESP",15.3042,22.8505,"2005-8"
"7077","2005",9,"ESP",30.9627,19.0937,"2005-9"
"7078","2005",10,"ESP",104.723,15.2046,"2005-10"
"7079","2005",11,"ESP",69.1407,8.58128,"2005-11"
"7080","2005",12,"ESP",41.7735,5.63483,"2005-12"
"7081","2006",1,"ESP",58.1469,4.99605,"2006-1"
"7082","2006",2,"ESP",49.3041,5.80599,"2006-2"
"7083","2006",3,"ESP",59.6452,10.0954,"2006-3"
"7084","2006",4,"ESP",44.8662,12.7804,"2006-4"
"7085","2006",5,"ESP",28.5075,16.809,"2006-5"
"7086","2006",6,"ESP",39.2911,20.5719,"2006-6"
"7087","2006",7,"ESP",19.298,24.6145,"2006-7"
"7088","2006",8,"ESP",20.6471,22.3724,"2006-8"
"7089","2006",9,"ESP",56.3449,20.2672,"2006-9"
"7090","2006",10,"ESP",105.104,16.1645,"2006-10"
"7091","2006",11,"ESP",95.9403,11.5784,"2006-11"
"7092","2006",12,"ESP",40.4618,6.50893,"2006-12"
"7093","2007",1,"ESP",36.14,6.39702,"2007-1"
"7094","2007",2,"ESP",64.95,8.77988,"2007-2"
"7095","2007",3,"ESP",53.5217,9.34927,"2007-3"
"7096","2007",4,"ESP",88.154,12.1283,"2007-4"
"7097","2007",5,"ESP",76.7608,15.5508,"2007-5"
"7098","2007",6,"ESP",35.2152,19.0524,"2007-6"
"7099","2007",7,"ESP",9.36737,22.328,"2007-7"
"7100","2007",8,"ESP",29.9601,21.9836,"2007-8"
"7101","2007",9,"ESP",39.8012,19.1968,"2007-9"
"7102","2007",10,"ESP",56.5551,14.3114,"2007-10"
"7103","2007",11,"ESP",38.3994,8.78968,"2007-11"
"7104","2007",12,"ESP",27.1265,6.20239,"2007-12"
"7105","2008",1,"ESP",41.7682,7.45476,"2008-1"
"7106","2008",2,"ESP",43.3597,8.77457,"2008-2"
"7107","2008",3,"ESP",30.9283,9.54534,"2008-3"
"7108","2008",4,"ESP",88.3209,12.2321,"2008-4"
"7109","2008",5,"ESP",116.536,14.5814,"2008-5"
"7110","2008",6,"ESP",38.2755,19.6046,"2008-6"
"7111","2008",7,"ESP",18.0281,22.54,"2008-7"
"7112","2008",8,"ESP",12.6868,22.792,"2008-8"
"7113","2008",9,"ESP",41.0643,18.6126,"2008-9"
"7114","2008",10,"ESP",100.153,13.8026,"2008-10"
"7115","2008",11,"ESP",53.1556,8.01934,"2008-11"
"7116","2008",12,"ESP",69.3674,5.62297,"2008-12"
"7117","2009",1,"ESP",70.1968,5.387,"2009-1"
"7118","2009",2,"ESP",45.7961,6.7889,"2009-2"
"7119","2009",3,"ESP",42.6025,10.1256,"2009-3"
"7120","2009",4,"ESP",51.9527,10.9928,"2009-4"
"7121","2009",5,"ESP",26.476,16.5016,"2009-5"
"7122","2009",6,"ESP",22.4633,20.8331,"2009-6"
"7123","2009",7,"ESP",12.2826,23.1835,"2009-7"
"7124","2009",8,"ESP",15.6636,24.0078,"2009-8"
"7125","2009",9,"ESP",43.4795,19.9151,"2009-9"
"7126","2009",10,"ESP",51.6363,16.114,"2009-10"
"7127","2009",11,"ESP",51.604,11.1712,"2009-11"
"7128","2009",12,"ESP",153.026,6.63688,"2009-12"
"7129","2010",1,"ESP",104.636,5.47328,"2010-1"
"7130","2010",2,"ESP",112.852,6.31419,"2010-2"
"7131","2010",3,"ESP",75.2751,8.4576,"2010-3"
"7132","2010",4,"ESP",51.9081,12.4541,"2010-4"
"7133","2010",5,"ESP",53.2989,14.7265,"2010-5"
"7134","2010",6,"ESP",60.3935,19.3189,"2010-6"
"7135","2010",7,"ESP",11.0059,24.206,"2010-7"
"7136","2010",8,"ESP",18.6416,23.6326,"2010-8"
"7137","2010",9,"ESP",35.8801,19.5737,"2010-9"
"7138","2010",10,"ESP",76.1613,13.9401,"2010-10"
"7139","2010",11,"ESP",67.6889,8.9061,"2010-11"
"7140","2010",12,"ESP",112.163,5.86834,"2010-12"
"7141","2011",1,"ESP",52.2767,6.04457,"2011-1"
"7142","2011",2,"ESP",46.03,7.29801,"2011-2"
"7143","2011",3,"ESP",74.298,9.09622,"2011-3"
"7144","2011",4,"ESP",61.5247,13.6407,"2011-4"
"7145","2011",5,"ESP",53.632,16.7677,"2011-5"
"7146","2011",6,"ESP",25.4038,19.8108,"2011-6"
"7147","2011",7,"ESP",17.7737,22.3172,"2011-7"
"7148","2011",8,"ESP",19.451,23.3899,"2011-8"
"7149","2011",9,"ESP",15.9704,20.6462,"2011-9"
"7150","2011",10,"ESP",39.5478,15.9034,"2011-10"
"7151","2011",11,"ESP",92.7967,10.6646,"2011-11"
"7152","2011",12,"ESP",22.15,6.9515,"2011-12"
"7153","2012",1,"ESP",22.9228,6.01945,"2012-1"
"7154","2012",2,"ESP",10.099,4.90406,"2012-2"
"7155","2012",3,"ESP",24.3516,9.99369,"2012-3"
"7156","2012",4,"ESP",80.7419,10.5812,"2012-4"
"7157","2012",5,"ESP",35.6746,16.5249,"2012-5"
"7158","2012",6,"ESP",19.4769,20.9634,"2012-6"
"7159","2012",7,"ESP",12.8843,22.7572,"2012-7"
"7160","2012",8,"ESP",10.4863,23.8738,"2012-8"
"7161","2012",9,"ESP",56.9582,19.7314,"2012-9"
"7162","2012",10,"ESP",97.2718,14.7435,"2012-10"
"7163","2012",11,"ESP",100.922,9.74634,"2012-11"
"7164","2012",12,"ESP",39.1274,7.13371,"2012-12"
"7165","2013",1,"ESP",73.4268,6.68511,"2013-1"
"7166","2013",2,"ESP",67.7084,6.30821,"2013-2"
"7167","2013",3,"ESP",138.838,9.2779,"2013-3"
"7168","2013",4,"ESP",67.208,11.1565,"2013-4"
"7169","2013",5,"ESP",45.7723,13.5533,"2013-5"
"7170","2013",6,"ESP",30.0415,18.7152,"2013-6"
"7171","2013",7,"ESP",18.4614,23.9226,"2013-7"
"7172","2013",8,"ESP",18.9498,23.316,"2013-8"
"7173","2013",9,"ESP",37.9065,20.2531,"2013-9"
"7174","2013",10,"ESP",61.6907,16.134,"2013-10"
"7175","2013",11,"ESP",45.1891,9.19735,"2013-11"
"7176","2013",12,"ESP",61.3654,6.25957,"2013-12"
"7177","2014",1,"ESP",83.9056,7.54797,"2014-1"
"7178","2014",2,"ESP",72.0684,7.50248,"2014-2"
"7179","2014",3,"ESP",41.1373,9.9303,"2014-3"
"7180","2014",4,"ESP",42.7219,13.4562,"2014-4"
"7181","2014",5,"ESP",29.7437,15.6182,"2014-5"
"7182","2014",6,"ESP",28.7134,20.0436,"2014-6"
"7183","2014",7,"ESP",27.1732,22.2682,"2014-7"
"7184","2014",8,"ESP",15.4817,22.7247,"2014-8"
"7185","2014",9,"ESP",63.1484,20.7094,"2014-9"
"7186","2014",10,"ESP",60.0443,16.884,"2014-10"
"7187","2014",11,"ESP",126.628,11.0028,"2014-11"
"7188","2014",12,"ESP",35.2544,6.53087,"2014-12"
"7189","2015",1,"ESP",48.2442,5.93938,"2015-1"
